WKT,OBJECTID,AncillaryR,Enabled
"POINT (-93.206646776470421 44.948988246112179)",483,0,1
"POINT (-93.213508413958508 44.954323297152968)",484,0,1
"POINT (-93.23607588883435 44.957296344315189)",485,0,1
"POINT (-93.237832411508023 44.955695490727315)",486,0,1
"POINT (-93.239154361678743 44.957289065070718)",487,0,1
"POINT (-93.24041626506947 44.957283812297582)",488,0,1
"POINT (-93.23906789816742 44.955624138582799)",489,0,1
"POINT (-93.24033803346498 44.955470185777742)",490,0,1
"POINT (-93.241496802480071 44.955467440824719)",491,0,1
"POINT (-93.237794948204908 44.953019520706881)",492,0,1
"POINT (-93.237010650136867 44.952467271847311)",493,0,1
"POINT (-93.23569723039202 44.952082091669077)",494,0,1
"POINT (-93.235631749133191 44.950071847070227)",495,0,1
"POINT (-93.236018447240099 44.948227377120041)",496,0,1
"POINT (-93.239007986595738 44.944863324095323)",497,0,1
"POINT (-93.239001525182303 44.94301913284513)",498,0,1
"POINT (-93.238992520403841 44.941474345290032)",499,0,1
"POINT (-93.237312236048382 44.944897776497179)",500,0,1
"POINT (-93.237317642098304 44.943047658870867)",501,0,1
"POINT (-93.237290944085046 44.93964797468324)",502,0,1
"POINT (-93.23726527188991 44.93604303619572)",503,0,1
"POINT (-93.240494360745714 44.948262112762812)",504,0,1
"POINT (-93.240718530152733 44.946643931599361)",505,0,1
"POINT (-93.2406602049751 44.941471619434687)",506,0,1
"POINT (-93.240390208577594 44.936780741794763)",507,0,1
"POINT (-93.241072180194962 44.935806033999683)",508,0,1
"POINT (-93.239791950762012 44.935805228197012)",509,0,1
"POINT (-93.240993987347863 44.959279853993031)",510,0,1
"POINT (-93.237599300448736 44.958252489746421)",511,0,1
"POINT (-93.237813608062879 44.959270782857949)",512,0,1
"POINT (-93.236293410313763 44.959275920002547)",513,0,1
"POINT (-93.236298153446029 44.958167026400162)",514,0,1
"POINT (-93.231533375564723 44.959284827917955)",515,0,1
"POINT (-93.229947272677066 44.959283831631332)",516,0,1
"POINT (-93.228360981110399 44.959046636409674)",517,0,1
"POINT (-93.22549449221809 44.959323508831112)",518,0,1
"POINT (-93.220965344277545 44.959330899451601)",519,0,1
"POINT (-93.220391979060466 44.959203036278574)",520,0,1
"POINT (-93.235079972663513 44.946954186406188)",521,0,1
"POINT (-93.234134433775992 44.94566205643428)",522,0,1
"POINT (-93.232042399433041 44.942779374196476)",523,0,1
"POINT (-93.228475901942758 44.937881927797598)",524,0,1
"POINT (-93.230542341414662 44.939429598012168)",525,0,1
"POINT (-93.229407019054392 44.937865741765592)",526,0,1
"POINT (-93.233193257250406 44.946722102395398)",527,0,1
"POINT (-93.231671411679812 44.946730961744592)",528,0,1
"POINT (-93.231667141351139 44.946080768114811)",529,0,1
"POINT (-93.231877406969716 44.944892406414361)",530,0,1
"POINT (-93.228479860673389 44.945095489471264)",531,0,1
"POINT (-93.228214275247012 44.943114678713442)",532,0,1
"POINT (-93.228474148024773 44.941492283553821)",533,0,1
"POINT (-93.229401829819452 44.94150764720154)",534,0,1
"POINT (-93.225760433743403 44.939674290407687)",535,0,1
"POINT (-93.225778126130038 44.937874851872145)",536,0,1
"POINT (-93.224153797449006 44.943131483907955)",537,0,1
"POINT (-93.224376005297344 44.935862456466694)",538,0,1
"POINT (-93.222780104241721 44.943147580107876)",539,0,1
"POINT (-93.223004426944954 44.941510555919812)",540,0,1
"POINT (-93.222348391837386 44.941337985094407)",541,0,1
"POINT (-93.223017536730353 44.939702317062142)",542,0,1
"POINT (-93.221731905880233 44.946942561497323)",543,0,1
"POINT (-93.221735938616263 44.945144530488022)",544,0,1
"POINT (-93.221738547934535 44.943335794673388)",545,0,1
"POINT (-93.221744859229688 44.941527461306329)",546,0,1
"POINT (-93.219181759774074 44.946938396080633)",547,0,1
"POINT (-93.219185275096336 44.945168907015507)",548,0,1
"POINT (-93.219186267450183 44.943354184220453)",549,0,1
"POINT (-93.219194314153256 44.941567859025064)",550,0,1
"POINT (-93.219211448685911 44.935923123418938)",551,0,1
"POINT (-93.217908521084141 44.945176612398583)",552,0,1
"POINT (-93.217915949603025 44.94336800137085)",553,0,1
"POINT (-93.217917386358621 44.939741026925944)",554,0,1
"POINT (-93.216631504945013 44.946940339862451)",555,0,1
"POINT (-93.216635431119201 44.945220108489778)",556,0,1
"POINT (-93.216637355333944 44.943376951330102)",557,0,1
"POINT (-93.2166328917545 44.941580935015402)",558,0,1
"POINT (-93.216663697901325 44.934357783484245)",559,0,1
"POINT (-93.215351382110285 44.946939976503153)",560,0,1
"POINT (-93.215361913298864 44.94519812892905)",561,0,1
"POINT (-93.215355705166843 44.943367934942664)",562,0,1
"POINT (-93.215374989971039 44.937964231561459)",563,0,1
"POINT (-93.215392352435984 44.934362670773162)",564,0,1
"POINT (-93.214070035398692 44.946939138063371)",565,0,1
"POINT (-93.21408106411026 44.945205450720636)",566,0,1
"POINT (-93.214086594481685 44.939765435746139)",567,0,1
"POINT (-93.214103717465022 44.93797187341265)",568,0,1
"POINT (-93.214107483126895 44.935980623103909)",569,0,1
"POINT (-93.212818725724077 44.943405644855751)",570,0,1
"POINT (-93.212853582452794 44.934381081035816)",571,0,1
"POINT (-93.211462584177269 44.946941308830127)",572,0,1
"POINT (-93.211463331620394 44.945233713079915)",573,0,1
"POINT (-93.211464010135984 44.943408782146477)",574,0,1
"POINT (-93.211547587134788 44.938005691345772)",575,0,1
"POINT (-93.211551808586748 44.93598008077791)",576,0,1
"POINT (-93.211556678068376 44.934392096932534)",577,0,1
"POINT (-93.210240127667646 44.94693716790492)",578,0,1
"POINT (-93.210124446934756 44.941624229576874)",579,0,1
"POINT (-93.210255853927038 44.939804007616978)",580,0,1
"POINT (-93.210261383875959 44.938010537876906)",581,0,1
"POINT (-93.210273146304928 44.935992113788245)",582,0,1
"POINT (-93.208818751568955 44.94521488828039)",583,0,1
"POINT (-93.208787171644346 44.94343465340237)",584,0,1
"POINT (-93.208788112138777 44.941643634121803)",585,0,1
"POINT (-93.208979287511113 44.939818281639937)",586,0,1
"POINT (-93.20901373795013 44.934419166969334)",587,0,1
"POINT (-93.2076955488632 44.946933161790447)",588,0,1
"POINT (-93.207693526737998 44.945208600299807)",589,0,1
"POINT (-93.207692093980654 44.943447067143133)",590,0,1
"POINT (-93.207727104975334 44.934427027293701)",591,0,1
"POINT (-93.206453731060265 44.946924371374521)",592,0,1
"POINT (-93.206451820059826 44.945141563779664)",593,0,1
"POINT (-93.206449776424193 44.941830485107261)",594,0,1
"POINT (-93.205208353171543 44.94690657103002)",595,0,1
"POINT (-93.20497348751401 44.945031979150578)",596,0,1
"POINT (-93.203907989335022 44.945042589746642)",597,0,1
"POINT (-93.203584870635922 44.943479351140773)",598,0,1
"POINT (-93.204574800467768 44.938812557196144)",599,0,1
"POINT (-93.20550657753158 44.936953551585091)",600,0,1
"POINT (-93.205034691530102 44.936535679044106)",601,0,1
"POINT (-93.235999783530644 44.936041995258527)",602,0,1
"POINT (-93.232197522165976 44.93604876207236)",603,0,1
"POINT (-93.230923045422628 44.935774168560755)",604,0,1
"POINT (-93.212769914409648 44.95899620945282)",605,0,1
"POINT (-93.211778913696634 44.957830224570486)",606,0,1
"POINT (-93.208446741407428 44.956950652480089)",607,0,1
"POINT (-93.28045622141623 44.946671239842573)",608,0,1
"POINT (-93.259982546850878 44.948436842838873)",609,0,1
"POINT (-93.260179645635461 44.948205461592153)",610,0,1
"POINT (-93.214111664102759 44.934373182615332)",611,0,1
"POINT (-93.206471818460216 44.93675334181858)",612,0,1
"POINT (-93.268895437495146 44.948427295739222)",613,0,1
"POINT (-93.258688070102238 44.948431623434416)",614,0,1
"POINT (-93.254967660495396 44.948271589934919)",615,0,1
"POINT (-93.254863898045855 44.948436918263994)",616,0,1
"POINT (-93.263790161132363 44.948427803060831)",617,0,1
"POINT (-93.264014582177111 44.948221989256837)",618,0,1
"POINT (-93.266344215272184 44.948440366518028)",619,0,1
"POINT (-93.266563001669894 44.948230022219064)",620,0,1
"POINT (-93.265333541837222 44.948490005294019)",621,0,1
"POINT (-93.267577204677778 44.948440451769244)",622,0,1
"POINT (-93.275396829011854 44.955679223128236)",623,0,1
"POINT (-93.275392896233384 44.956416981769962)",624,0,1
"POINT (-93.270351330511417 44.951392466835841)",625,0,1
"POINT (-93.253589881680043 44.948434942036073)",626,0,1
"POINT (-93.251068362566713 44.948437812550239)",627,0,1
"POINT (-93.250041633462757 44.948485070242789)",628,0,1
"POINT (-93.249800499446053 44.948445020529903)",629,0,1
"POINT (-93.248846735434654 44.948442141991869)",630,0,1
"POINT (-93.24475251446988 44.948294742054252)",631,0,1
"POINT (-93.243500200977735 44.948295079287441)",632,0,1
"POINT (-93.242602902019016 44.948293939966497)",633,0,1
"POINT (-93.234738562330719 44.941243470369578)",634,0,1
"POINT (-93.226835628754003 44.948293336848764)",635,0,1
"POINT (-93.22554374703931 44.948289120726734)",636,0,1
"POINT (-93.224146148967776 44.948287396939087)",637,0,1
"POINT (-93.224386427798493 44.945097451205854)",638,0,1
"POINT (-93.220145841808545 44.948276694481621)",639,0,1
"POINT (-93.27975723391674 44.950852268883295)",640,0,1
"POINT (-93.27971468084408 44.957416083142817)",641,0,1
"POINT (-93.252601793291973 44.948518552192596)",642,0,1
"POINT (-93.247114248217713 44.948289031074609)",643,0,1
"POINT (-93.262349963246962 44.951881389656656)",644,0,1
"POINT (-93.262755498993755 44.951048997985886)",645,0,1
"POINT (-93.262778638797684 44.949274647001062)",646,0,1
"POINT (-93.260204665924419 44.949212970864863)",647,0,1
"POINT (-93.233473761710854 44.939440068961318)",648,0,1
"POINT (-93.233230785723364 44.950270525132204)",650,0,1
"POINT (-93.217672888721609 44.948273362548029)",651,0,1
"POINT (-93.216395255857606 44.948271473195533)",652,0,1
"POINT (-93.216648780226237 44.937955852178256)",653,0,1
"POINT (-93.211206024227351 44.948268251994968)",654,0,1
"POINT (-93.262703285115521 44.955689393997943)",655,0,1
"POINT (-93.247455623223161 44.953828745817582)",656,0,1
"POINT (-93.232193712834828 44.937634662142862)",657,0,1
"POINT (-93.206475375365684 44.936015230666577)",658,0,1
"POINT (-93.207695064579895 44.94181191799489)",659,0,1
"POINT (-93.285403604869884 44.948440131933559)",660,0,1
"POINT (-93.215389962872976 44.935716674436783)",661,0,1
"POINT (-93.217916326767636 44.941584630849526)",662,0,1
"POINT (-93.283101564720042 44.948228181563216)",663,0,1
"POINT (-93.282846813123484 44.948439104422484)",664,0,1
"POINT (-93.262666129903153 44.979260455487022)",665,0,1
"POINT (-93.263738388055629 44.978438104811424)",666,0,1
"POINT (-93.265777469557136 44.97556825573534)",667,0,1
"POINT (-93.259749597525726 44.959228846966063)",668,0,1
"POINT (-93.259904027840705 44.95905654183511)",669,0,1
"POINT (-93.220241413720444 44.937751065911854)",670,0,1
"POINT (-93.220469990757721 44.952095082819476)",671,0,1
"POINT (-93.220470271939547 44.945158975693786)",672,0,1
"POINT (-93.220472426558061 44.94334857816613)",673,0,1
"POINT (-93.220474935940175 44.941551106338672)",674,0,1
"POINT (-93.220466089393341 44.939722037314652)",675,0,1
"POINT (-93.284366039800375 44.948187255659818)",676,0,1
"POINT (-93.262744807860869 44.952066502157237)",677,0,1
"POINT (-93.262720382368002 44.952825375661796)",678,0,1
"POINT (-93.275458094471858 44.949203241313242)",679,0,1
"POINT (-93.227153258300021 44.950286809651104)",680,0,1
"POINT (-93.227164517276606 44.945107994322697)",681,0,1
"POINT (-93.227160210022447 44.939680471525215)",682,0,1
"POINT (-93.227156672553505 44.939049496894498)",683,0,1
"POINT (-93.240525374335334 44.951884791488681)",684,0,1
"POINT (-93.243474375642904 44.955839181808798)",685,0,1
"POINT (-93.242569810883509 44.955159941918261)",686,0,1
"POINT (-93.242148863763916 44.954317686592113)",687,0,1
"POINT (-93.262686499445962 44.95930314180449)",688,0,1
"POINT (-93.262673826753911 44.958192373899664)",689,0,1
"POINT (-93.262620267249829 44.936051113173669)",690,0,1
"POINT (-93.243969530558516 44.955164564710259)",691,0,1
"POINT (-93.244677024175175 44.955474769034275)",692,0,1
"POINT (-93.246168686708089 44.95386426165124)",693,0,1
"POINT (-93.245535142476328 44.953806974426811)",694,0,1
"POINT (-93.239867732008591 44.959216122314814)",695,0,1
"POINT (-93.277683137913442 44.959254748122554)",696,0,1
"POINT (-93.278017108289291 44.94304326241145)",697,0,1
"POINT (-93.278017364382151 44.939685340127056)",698,0,1
"POINT (-93.283072167588401 44.952045071930961)",699,0,1
"POINT (-93.22411950945839 44.955522700060726)",700,0,1
"POINT (-93.236007199561797 44.937849035259013)",701,0,1
"POINT (-93.234743709241144 44.939648268045879)",702,0,1
"POINT (-93.234737436200646 44.937853941457846)",703,0,1
"POINT (-93.233468216848792 44.937855630028864)",704,0,1
"POINT (-93.275152885385538 44.955447426144488)",705,0,1
"POINT (-93.262701965290745 44.953606020755878)",706,0,1
"POINT (-93.209139844870521 44.956529209936249)",707,0,1
"POINT (-93.28318364559243 44.963727983886912)",708,0,1
"POINT (-93.277915258366605 44.964291185128083)",709,0,1
"POINT (-93.284549460033233 44.966296614174738)",710,0,1
"POINT (-93.268089037115899 44.982992608348447)",711,0,1
"POINT (-93.269778609700168 44.981716949267756)",712,0,1
"POINT (-93.282332758897255 44.975156535421554)",713,0,1
"POINT (-93.27724430254635 44.97877539569722)",714,0,1
"POINT (-93.278698919179689 44.97660119858255)",715,0,1
"POINT (-93.282390981236716 44.984313643009465)",716,0,1
"POINT (-93.284606565734876 44.984841754586341)",717,0,1
"POINT (-93.242592179043058 44.974782451189853)",718,0,1
"POINT (-93.24262607296221 44.973466982262906)",719,0,1
"POINT (-93.247819521488324 44.983870009849475)",720,0,1
"POINT (-93.24642484144627 44.983306732722532)",721,0,1
"POINT (-93.239664780196662 44.980043279163837)",722,0,1
"POINT (-93.239131066965939 44.980988137886939)",723,0,1
"POINT (-93.236287735080779 44.981926069632088)",724,0,1
"POINT (-93.274239390233845 44.981728382715865)",726,0,1
"POINT (-93.255123157630479 44.977667111696533)",727,0,1
"POINT (-93.253413961593139 44.983803532032042)",728,0,1
"POINT (-93.276145926814777 44.9771266753826)",729,0,1
"POINT (-93.24788436944786 44.981330793990686)",730,0,1
"POINT (-93.250126310908541 44.981212268833183)",731,0,1
"POINT (-93.246910420202838 44.981007311733251)",732,0,1
"POINT (-93.221481793684276 44.977311368420722)",733,0,1
"POINT (-93.224831101199001 44.978582715218145)",734,0,1
"POINT (-93.225710512436493 44.978686780099174)",735,0,1
"POINT (-93.2209843517834 44.977143722042463)",736,0,1
"POINT (-93.220695876228717 44.978090089262857)",737,0,1
"POINT (-93.277112707903726 44.982912911231153)",738,0,1
"POINT (-93.276470713941535 44.982426621561288)",739,0,1
"POINT (-93.268651324826777 44.979217843869421)",741,0,1
"POINT (-93.265691430327436 44.980548392385593)",742,0,1
"POINT (-93.224986012369158 44.975033272239195)",743,0,1
"POINT (-93.272840720981591 44.973838400552722)",744,0,1
"POINT (-93.272857524784698 44.971976378010822)",745,0,1
"POINT (-93.269233556470056 44.9781183185126)",746,0,1
"POINT (-93.273040051492117 44.976049444247479)",747,0,1
"POINT (-93.219879009371553 44.976616464983799)",748,0,1
"POINT (-93.226813402681159 44.97572264822)",749,0,1
"POINT (-93.278009898284822 44.969770182594083)",750,0,1
"POINT (-93.277915447973371 44.968873487482988)",751,0,1
"POINT (-93.277562373888131 44.968995416696579)",752,0,1
"POINT (-93.277973385518777 44.967650528468802)",753,0,1
"POINT (-93.27794074481335 44.966621783158288)",754,0,1
"POINT (-93.277677846496204 44.962590218800635)",755,0,1
"POINT (-93.277914915242576 44.96516161458063)",756,0,1
"POINT (-93.277913619454111 44.96579251333025)",757,0,1
"POINT (-93.28091107587511 44.967832369220218)",758,0,1
"POINT (-93.280713056873481 44.967661526157151)",759,0,1
"POINT (-93.275158416998366 44.962619008552949)",760,0,1
"POINT (-93.275351923745006 44.96403779608584)",761,0,1
"POINT (-93.284531821345382 44.967993826246477)",762,0,1
"POINT (-93.282883129524691 44.967786698919305)",763,0,1
"POINT (-93.279276246536028 44.962623298436839)",764,0,1
"POINT (-93.28108375040523 44.962624140489737)",765,0,1
"POINT (-93.274995522206396 44.97666557409066)",766,0,1
"POINT (-93.274403645799708 44.976411521100708)",767,0,1
"POINT (-93.268967499158535 44.980869534181387)",768,0,1
"POINT (-93.269175316710118 44.980751530230151)",769,0,1
"POINT (-93.268832409190097 44.980602750571286)",770,0,1
"POINT (-93.269417889011848 44.980332086576936)",771,0,1
"POINT (-93.27653241685563 44.971945371329603)",772,0,1
"POINT (-93.276107025845477 44.97238850279507)",773,0,1
"POINT (-93.276262300238216 44.971907300551756)",774,0,1
"POINT (-93.274678857613765 44.974108418891845)",775,0,1
"POINT (-93.266062073805188 44.982285537468371)",776,0,1
"POINT (-93.266017136049186 44.981933437865422)",777,0,1
"POINT (-93.267518590843494 44.981341130880324)",778,0,1
"POINT (-93.266527651081176 44.981319390745774)",779,0,1
"POINT (-93.265372497050791 44.981876546925172)",780,0,1
"POINT (-93.26633717493624 44.98082425594113)",781,0,1
"POINT (-93.268287389185915 44.980372480325862)",782,0,1
"POINT (-93.267938114809553 44.978914495664647)",783,0,1
"POINT (-93.275687393002642 44.9706472051327)",784,0,1
"POINT (-93.276328565071339 44.969721525751815)",785,0,1
"POINT (-93.276656972311031 44.969722394661282)",786,0,1
"POINT (-93.282990723550625 44.973822799374865)",787,0,1
"POINT (-93.28204142300423 44.972647590799141)",788,0,1
"POINT (-93.28200116771049 44.971680304342058)",789,0,1
"POINT (-93.281473708422098 44.971942913842824)",790,0,1
"POINT (-93.28078501951606 44.972176617644102)",791,0,1
"POINT (-93.258454735542728 44.979864894687921)",792,0,1
"POINT (-93.259207646542066 44.979417026533739)",793,0,1
"POINT (-93.259921924562121 44.978129192165376)",794,0,1
"POINT (-93.261014317776429 44.977218987260805)",795,0,1
"POINT (-93.280801607621385 44.973400180378682)",796,0,1
"POINT (-93.280874192871252 44.973120559896678)",797,0,1
"POINT (-93.278577389939258 44.974548945969303)",798,0,1
"POINT (-93.27715602677047 44.975133947415465)",799,0,1
"POINT (-93.24760767900213 44.97114105688766)",800,0,1
"POINT (-93.2833792673202 44.966920804697772)",801,0,1
"POINT (-93.28247580825203 44.96665561599464)",802,0,1
